Delta_QALYs,Delta_Costs,Group
0.534420067,12163.25835,0
0.577325375,15316.40507,0
0.57071413,19788.16451,0
0.616591353,12718.62967,0
0.528193133,11357.195,0
0.595939972,12464.34622,0
0.595186251,14960.37408,0
0.584920709,16203.10001,0
0.590096942,11059.22991,0
0.504129923,11893.5645,0
0.578204223,16765.88955,0
0.579117683,13220.50023,0
0.572189413,10092.55058,0
0.596065446,19288.16432,0
0.629452682,12524.12938,0
0.563390532,16193.83461,0
0.569390257,13677.61233,0
0.538197293,16159.13417,0
0.612189732,15134.90084,0
0.623106518,15230.01914,0
0.629186345,14980.11525,0
0.663944886,13311.99493,0
0.633455013,16703.70574,0
0.584981449,17188.80787,0
0.582709776,15422.92776,0
0.641138477,11442.81944,0
0.509373288,14486.47706,0
0.637322669,12658.85164,0
0.596496368,13718.53511,0
0.608225667,14011.46946,0
0.646612497,16684.87153,0
0.615766929,17432.44662,0
0.608177387,18823.35927,0
0.609050543,13969.31804,0
0.619145549,15019.91884,0
0.59099398,14503.47323,0
0.590391708,17338.05244,0
0.565305088,16796.10901,0
0.620755071,18512.41843,0
0.628179107,16588.03115,0
0.619840555,14831.18145,0
0.62922159,16447.93399,0
0.637495308,13675.62346,0
0.608318792,13070.68467,0
0.620927646,13508.0174,0
0.597663737,12631.79384,0
0.648414913,17732.2503,0
0.594229936,16589.75347,0
0.580484447,16407.58222,0
0.626295956,15781.03273,0
0.605261327,17695.48674,0
0.64129144,14714.10118,0
0.62866841,15026.49547,0
0.564318367,10797.04156,0
0.570555119,17374.12947,0
0.638932589,15747.52422,0
0.622363878,13719.85916,0
0.669899869,18849.76637,0
0.660713686,17054.7499,0
0.665280687,17650.33282,0
0.556802466,17638.22104,0
0.579943968,18221.47599,0
0.668477198,12855.96816,0
0.613870662,14695.25051,0
0.478324443,8159.221659,0
0.619635845,16606.01791,0
0.67848052,17341.95647,0
0.624326083,19750.10825,0
0.635170179,18167.4665,0
0.58816014,15591.04475,0
0.60341157,15279.11271,0
0.643750997,20220.40839,0
0.653045781,12077.44011,0
0.538835417,16623.85869,0
0.630758277,15791.17311,0
0.649051568,12778.84403,0
0.563968702,19686.24286,0
0.585206447,17704.07234,0
0.624400727,16763.74735,0
0.598802146,15171.17909,0
0.693240033,14925.30732,0
0.550667069,13999.06448,0
0.666944774,16090.09222,0
0.582056417,15474.46563,0
0.627898735,18282.31944,0
0.605248743,13719.66584,0
0.638735612,16101.9295,0
0.631672204,16205.47889,0
0.683153984,16064.0743,0
0.609403419,18866.63226,0
0.555017759,12708.72272,0
0.57790071,15851.19403,0
0.519063649,9631.370113,0
0.579215148,10672.5893,0
0.600550527,15408.3872,0
0.624402362,16517.45468,0
0.63607571,15782.1654,0
0.682668769,16336.60936,0
0.617751813,16580.96896,0
0.614782349,17955.34465,0
0.60830558,15621.71049,0
0.551480732,13903.81587,0
0.6128421,19863.25299,0
0.514396899,11596.04289,0
0.623814461,20859.32616,0
0.589609782,17525.74896,0
0.635808025,14431.7026,0
0.600483232,15781.96159,0
0.657073211,13840.91047,0
0.661139764,16197.44203,0
0.594317175,14755.30862,0
0.601033706,16608.58904,0
0.61433143,11415.67323,0
0.542136639,16641.49806,0
0.656945525,21232.44273,0
0.608702138,16401.54125,0
0.678159943,13425.31716,0
0.628353899,17314.36362,0
0.576039525,17904.40483,0
0.584521686,18262.97745,0
0.605983544,15900.51134,0
0.547872276,13655.57754,0
0.65880872,12813.12828,0
0.626444961,19252.90841,0
0.591478116,14489.36281,0
0.63293707,11601.04007,0
0.638193584,16188.58399,0
0.643828436,13287.096,0
0.614000165,17360.61043,0
0.591712713,14085.77019,0
0.599047272,14764.48921,0
0.601047306,12228.35608,0
0.555376037,10392.61644,0
0.591848171,12877.08569,0
0.491021226,12641.45655,0
0.654447709,15736.93148,0
0.642706667,13366.18975,0
0.605797016,13956.88378,0
0.509650565,10380.67607,0
0.697812949,14778.28032,0
0.681745104,14205.37167,0
0.658903854,14353.29558,0
0.544493415,14421.00921,0
0.637579901,16039.8486,0
0.653106372,16064.92441,0
0.580318482,13954.95577,0
0.630744097,13452.84123,0
0.62170966,17538.54586,0
0.626393355,17053.70678,0
0.58129757,16286.46726,0
0.582074649,20047.33204,0
0.564962578,14787.16973,0
0.617972077,13743.00999,0
0.521575841,9610.726422,0
0.630527977,17458.17345,0
0.572035503,12550.78833,0
0.567798131,12386.1598,0
0.590847869,17836.18754,0
0.5968974,14411.9349,0
0.637186672,16376.54873,0
0.642812715,16514.74869,0
0.617702563,15543.02178,0
0.625317318,15637.43123,0
0.660736618,17939.91847,0
0.647451395,18037.88533,0
0.62296452,12183.6082,0
0.604498199,11409.8632,0
0.609562639,16489.91189,0
0.581628204,17238.4425,0
0.570561892,11703.74051,0
0.610305234,16701.45827,0
0.426319025,9748.477221,0
0.596360774,13710.08585,0
0.592868016,13940.27981,0
0.62320951,14772.65109,0
0.588671049,13827.2586,0
0.55200522,12940.54278,0
0.621321838,16700.86242,0
0.585414433,15381.94093,0
0.591504153,18245.03593,0
0.636834758,14078.22873,0
0.637802537,15648.76218,0
0.55391273,13111.52657,0
0.604779252,16403.62839,0
0.628191954,15240.21076,0
0.651370557,18648.3254,0
0.609255249,17026.58707,0
0.612515361,16651.5098,0
0.579893914,9079.690958,0
0.600340325,13074.16766,0
0.613065094,11870.68896,0
0.670221017,14888.10973,0
0.593730282,15140.75811,0
0.572626837,12597.47618,0
0.632247514,11769.84373,0
0.604553184,19104.9358,0
0.606750676,14786.77895,0
0.622795527,13147.24206,0
0.615556484,13339.95782,0
0.559016214,11737.66438,0
0.650484017,14593.83786,0
0.586345305,14650.19119,0
0.659729237,17839.66356,0
0.562096633,11609.37807,0
0.679004095,19219.82065,0
0.608861093,18951.04931,0
0.610533595,11910.97764,0
0.633680893,12595.64615,0
0.618597589,11831.82436,0
0.637728757,9838.962962,0
0.642551978,12838.49149,0
0.627884746,15926.7506,0
0.650639147,16360.28977,0
0.59674103,14042.58797,0
0.518950865,14031.7026,0
0.603569072,14544.79482,0
0.67109081,16065.11277,0
0.588053979,13049.77365,0
0.658437172,12892.66972,0
0.598742548,14024.8143,0
0.645230865,18865.66655,0
0.612413823,14807.00372,0
0.637016118,15015.48719,0
0.615528873,17744.95015,0
0.613280694,11637.09059,0
0.691439591,15733.1504,0
0.624290784,14500.12501,0
0.625461291,13551.23863,0
0.656069708,21532.45364,0
0.591081343,15694.71607,0
0.526757623,10977.03201,0
0.627172818,18027.2717,0
0.585985669,21936.60692,0
0.584826521,16235.00176,0
0.626772437,14583.25121,0
0.582397666,15547.72386,0
0.616660245,17763.50334,0
0.571696095,14568.51396,0
0.613569848,19411.00202,0
0.637980916,16285.16909,0
0.587471701,12952.77533,0
0.614979062,14630.30385,0
0.621815108,14344.64808,0
0.596950961,14959.99036,0
0.614133049,16511.84694,0
0.592503535,17189.98535,0
0.632731458,13008.13783,0
0.581369628,11466.47103,0
0.651746364,14937.19449,0
0.623869274,17001.3317,0
0.530736565,9302.525364,0
0.609454046,11280.07721,0
0.659231466,15903.14357,0
0.589336071,14413.4133,0
0.625984807,16331.04269,0
0.636259641,15038.34773,0
0.634886937,17345.52062,0
0.599212323,12387.137,0
0.532671373,13263.97069,0
0.594025732,15116.39603,0
0.5801242,13655.31221,0
0.561253846,15616.70566,0
0.592636162,17818.67298,0
0.681711736,14791.52738,0
0.618631964,16644.37052,0
0.642677066,16919.45513,0
0.561233569,12628.31302,0
0.652805387,15316.28358,0
0.686594499,14768.27012,0
0.672149858,14399.86252,0
0.648586183,15433.47801,0
0.538877501,11795.08826,0
0.544978735,16026.93219,0
0.611356219,16497.09755,0
0.671405039,17059.70226,0
0.562915696,15120.17959,0
0.557075184,14370.98028,0
0.665732027,15959.25343,0
0.553409118,10638.72417,0
0.578106858,20835.45814,0
0.573863185,11660.31097,0
0.637858035,13854.29663,0
0.625430673,13170.53464,0
0.590345633,19553.87419,0
0.573742839,15744.18173,0
0.620054289,13852.75304,0
0.649754769,17471.37141,0
0.631473598,20301.22046,0
0.583386812,11870.8207,0
0.616306421,12376.87276,0
0.55782367,11896.16838,0
0.644978412,14146.21862,0
0.616033,17626.16578,0
0.610673976,14447.73404,0
0.586676814,15106.35357,0
0.542582175,16718.47437,0
0.567380627,12316.57293,0
0.540607892,8665.83962,0
0.599324252,13950.92613,0
0.605258413,16046.96461,0
0.592603949,12252.4231,0
0.578172228,16616.36213,0
0.634085422,11762.48825,0
0.532521331,14000.85686,0
0.647228709,17538.95487,0
0.554489802,11076.44036,0
0.645957917,14786.60318,0
0.640306311,13247.55732,0
0.589423347,17078.5989,0
0.573022655,16792.64229,0
0.59703439,15708.06647,0
0.605651201,14941.63911,0
0.666163073,12721.06608,0
0.665857256,18306.30442,0
0.668925528,13527.60778,0
0.632955258,17270.72366,0
0.607395944,11851.89405,0
0.657906111,16906.11298,0
0.540131203,12734.47356,0
0.502349187,11389.87829,0
0.623398731,12593.30302,0
0.573614266,14501.85818,0
0.641461149,18417.16256,0
0.611532138,11248.66597,0
0.635302838,18173.42696,0
0.574542974,11722.58988,0
0.600186463,12167.0675,0
0.616136446,17058.82578,0
0.675787325,14074.67692,0
0.605038405,15450.42388,0
0.629037084,16317.19882,0
0.617511948,14290.28825,0
0.628135206,14310.1525,0
0.549153836,8671.378238,0
0.588433522,12512.99152,0
0.500866449,9660.985521,0
0.6522935,15669.20045,0
0.637402878,15915.14665,0
0.592808924,15051.71389,0
0.627787288,15739.70704,0
0.549092128,15726.05794,0
0.600034432,11924.71787,0
0.597122921,18938.15846,0
0.5426802,13072.44052,0
0.545385973,12014.56772,0
0.632684338,18585.92629,0
0.679870674,14523.92356,0
0.579161294,10741.27996,0
0.609822903,18695.14661,0
0.549788656,10073.32129,0
0.596605233,16366.19364,0
0.657383244,15797.02308,0
0.59527895,12160.51389,0
0.620280458,17004.15982,0
0.645634269,16313.86522,0
0.568432086,17204.44315,0
0.645391626,15075.1762,0
0.656247423,18560.40778,0
0.606172966,14398.54165,0
0.675567075,16772.25167,0
0.627535599,17184.52966,0
0.557268804,15488.03732,0
0.554545418,11532.71335,0
0.677111332,15933.46996,0
0.645032429,16668.34045,0
0.595577456,15943.90062,0
0.598199968,9159.997598,0
0.642561126,18773.0056,0
0.628265434,15681.10696,0
0.545832752,15875.20268,0
0.608114013,17616.73911,0
0.658520793,18242.69906,0
0.578138992,14095.11551,0
0.554261249,11812.16423,0
0.551113182,9182.568117,0
0.651315196,9525.09486,0
0.585578112,13060.45439,0
0.523074483,11305.68112,0
0.632527006,21537.44128,0
0.666066671,14014.90774,0
0.544220033,12892.07188,0
0.612511548,12970.19664,0
0.677995199,15206.50864,0
0.579189459,10408.98835,0
0.640705374,17284.10444,0
0.677702613,14269.47903,0
0.597002636,10441.63693,0
0.631580083,18245.45361,0
0.60968017,13728.13988,0
0.546599268,12870.44083,0
0.667903831,18937.48822,0
0.595996607,13120.60638,0
0.60058488,10445.20672,0
0.623194842,15829.01037,0
0.567736286,15391.11827,0
0.609429638,13847.68887,0
0.678268467,12865.98164,0
0.612981406,16554.44299,0
0.673981718,14987.48056,0
0.681391245,16075.66962,0
0.648901559,20443.51982,0
0.510628976,10945.23311,0
0.592494547,13935.86972,0
0.60623353,16245.74533,0
0.608059654,19089.64495,0
0.519860637,12128.34365,0
0.645476802,16061.76297,0
0.567281361,12738.99848,0
0.611874509,18796.82544,0
0.564441028,11985.64764,0
0.580678554,12331.20518,0
0.581825496,13031.10576,0
0.582265546,15014.42998,0
0.565375555,13425.59054,0
0.613181255,13156.63893,0
0.609623129,13413.85354,0
0.607118012,15417.88104,0
0.631128103,10717.0245,0
0.633269281,20033.90651,0
0.630249983,18221.81325,0
0.625665571,15218.4217,0
0.599132795,16741.43937,0
0.601643229,14709.26805,0
0.629385976,19693.84276,0
0.61661885,18381.79825,0
0.600848977,15472.13712,0
0.646713074,16518.8475,0
0.618049112,16117.8605,0
0.68824326,18455.44783,0
0.582113816,14427.01796,0
0.674599227,17279.35037,0
0.56267433,14128.29971,0
0.659081544,11974.82356,0
0.658787519,15924.40848,0
0.659548122,16300.82935,0
0.55162827,12274.24313,0
0.655912311,12267.02117,0
0.628476931,14697.42711,0
0.660747097,16494.67809,0
0.705808503,16393.76947,0
0.631058698,19075.88731,0
0.688766792,16668.67374,0
0.597884243,17417.34302,0
0.548755253,14704.75169,0
0.684256735,14736.85857,0
0.662097994,16441.61048,0
0.604950299,15325.96142,0
0.590011578,16842.71564,0
0.63704251,15077.52127,0
0.676761611,20820.50797,0
0.593397592,16224.79581,0
0.560208171,19208.7738,0
0.590512074,13200.98751,0
0.622509487,18038.34755,0
0.594659455,17042.36063,0
0.612873117,13434.30819,0
0.601274752,13332.99196,0
0.565296421,14366.10744,0
0.586802935,19032.2563,0
0.591774152,16492.08825,0
0.592030961,18383.85157,0
0.653576469,16022.19209,0
0.606261662,11875.85306,0
0.587486504,12832.01073,0
0.561547976,14454.44106,0
0.550618982,13234.48452,0
0.628973931,15709.12679,0
0.5433111,13792.61797,0
0.564405885,13239.06794,0
0.574555712,13457.33511,0
0.649436746,14559.58157,0
0.621692623,18250.45203,0
0.55217936,15970.2481,0
0.643329491,20363.567,0
0.640868186,14440.58089,0
0.52930385,8759.148991,0
0.602203833,12555.36448,0
0.575817052,12808.98807,0
0.591174611,14311.78112,0
0.596605037,19127.21563,0
0.653495394,15907.15285,0
0.601213564,15203.34966,0
0.624741316,14712.45206,0
0.635146037,14565.53537,0
0.631809375,13654.13127,0
0.629554419,15240.36702,0
0.666066239,15390.61137,0
0.590777869,17715.46776,0
0.668488451,16751.44216,0
0.636292291,16817.12164,0
0.492697989,12045.38242,0
0.576317609,15372.84416,0
0.606885608,14210.04998,0
0.651544256,17654.479,0
0.637819594,17625.51561,0
0.667137913,12792.72104,0
0.567642212,13971.28806,0
0.621988667,17786.37311,0
0.638993885,15088.80269,0
0.601011795,17519.20624,0
0.650222789,16181.89987,0
0.602984807,11562.60833,0
0.604836821,15770.34236,0
0.542481972,18081.57931,0
0.618150432,14224.44182,0
0.607803212,10394.46732,0
0.611142328,16601.15382,0
0.602427808,14101.62733,0
0.588368768,16856.94509,0
0.636310373,17848.49888,0
0.662137889,20134.84341,0
0.587178376,13206.37282,0
0.559172339,11981.37424,0
0.61817558,14794.16246,0
0.581416703,14021.39029,0
0.663174223,18720.40174,0
0.645841501,15284.54022,0
0.612016477,20142.34053,0
0.599921565,12716.13388,0
0.64082605,17221.55909,0
0.524138251,9212.529657,0
0.604313396,19259.61068,0
0.619789418,15016.12718,0
0.555360852,9981.668261,0
0.623999403,12972.84586,0
0.607803445,16604.65024,0
0.670734734,16198.98256,0
0.54308209,11419.21241,0
0.624391645,15486.41234,0
0.552385846,18254.96308,0
0.657911821,16350.53737,0
0.604917819,16997.92198,0
0.578933393,12042.33887,0
0.641874984,13231.42763,0
0.559465885,19965.27691,0
0.533945154,11123.95139,0
0.622222365,16240.05421,0
0.486589829,15467.50224,0
0.652152546,13384.34975,0
0.639390887,20232.27156,0
0.548779495,17847.51017,0
0.656708329,12044.41924,0
0.641584119,16321.72655,0
0.634579802,17335.53298,0
0.589567406,19310.57396,0
0.655126943,21428.50257,0
0.604592606,15197.90361,0
0.514683861,10082.5402,0
0.640230944,12213.71358,0
0.596929094,14431.67517,0
0.599982244,12856.9959,0
0.667747325,15781.66221,0
0.651966127,17892.76827,0
0.616609959,14868.80757,0
0.6369121,13013.98608,0
0.59320406,16242.21006,0
0.619833491,15322.49629,0
0.526008299,12192.76972,0
0.502826877,15759.21343,0
0.593109071,10586.4272,0
0.624691443,12941.58027,0
0.604642764,16328.96247,0
0.601655854,15688.40432,0
0.634730234,13785.81757,0
0.631081747,18479.98726,0
0.667027212,18929.35494,0
0.666273557,12661.59063,0
0.627214601,15960.77991,0
0.5827237,19227.20727,0
0.517955975,11418.49083,0
0.634172917,14910.07867,0
0.615672908,14025.89415,0
0.649435587,15739.65744,0
0.523504671,11888.99264,0
0.535663475,15690.2061,0
0.605464222,14365.03058,0
0.610593334,15442.91403,0
0.592230765,15921.29249,0
0.660347862,16646.07054,0
0.616479336,14043.77546,0
0.624047373,13474.79589,0
0.605495457,14385.80791,0
0.616219023,15899.2628,0
0.531227692,12304.85917,0
0.663896846,15841.52341,0
0.536320518,11847.37662,0
0.569539357,14771.66379,0
0.59646686,14205.6823,0
0.630984631,15799.34095,0
0.610901797,13423.46786,0
0.609537564,12011.04938,0
0.62501638,10995.69589,0
0.587332324,15955.81826,0
0.669545128,13162.02137,0
0.534300131,12797.79643,0
0.593674928,15316.43151,0
0.637278536,13852.61248,0
0.604639043,13410.71918,0
0.604957485,14301.11247,0
0.58018447,13087.1484,0
0.62199487,22783.09328,0
0.656727617,16777.27995,0
0.592229524,19154.17394,0
0.638994847,13921.99592,0
0.670414571,17989.86219,0
0.547621246,16247.5118,0
0.669818117,15318.29471,0
0.668986034,17944.90971,0
0.673932413,11677.91466,0
0.536970872,11789.15593,0
0.575230037,17776.53146,0
0.653068423,13492.68436,0
0.643207396,14605.28324,0
0.627656996,16388.02709,0
0.552681342,15023.79673,0
0.60919445,14621.05311,0
0.563488288,14550.14651,0
0.603448122,14659.07911,0
0.59499466,11677.04276,0
0.549950292,17065.31048,0
0.60157403,11308.08581,0
0.618640054,12613.37888,0
0.673059257,16292.02192,0
0.63103765,15044.54917,0
0.622404232,11193.407,0
0.635995675,13424.97716,0
0.59167259,15252.48698,0
0.596145096,17431.66419,0
0.573934991,19180.85013,0
0.616857227,23215.90671,0
0.605166618,20798.66489,0
0.615975767,13825.96823,0
0.625244199,23331.72574,0
0.513809896,12332.1599,0
0.581564901,13142.44217,0
0.577709445,17208.32362,0
0.64773306,16026.25288,0
0.601074433,18802.20577,0
0.613775658,17407.89368,0
0.612247498,16488.36085,0
0.605292672,9408.387568,0
0.578014807,12755.41555,0
0.635299605,17707.73656,0
0.676230005,10595.88805,0
0.60325534,15653.35419,0
0.617367198,14216.20734,0
0.572382563,14840.39661,0
0.575946993,15097.10045,0
0.612647344,16293.60256,0
0.614917486,10682.58723,0
0.659368824,15612.64362,0
0.600623348,12852.30487,0
0.621301911,17753.94318,0
0.590929752,12474.93385,0
0.578678443,11960.7823,0
0.581963794,16386.85744,0
0.529820649,11374.16772,0
0.611439085,16960.14733,0
0.58958903,15393.11265,0
0.554984662,12646.65104,0
0.600020439,21029.62581,0
0.631694004,13244.7674,0
0.617230131,15980.19259,0
0.645027464,15125.43805,0
0.697498002,15803.73547,0
0.584948714,13772.25317,0
0.667703929,15638.50796,0
0.594491667,15545.80524,0
0.533049913,12018.20384,0
0.583655502,19571.44533,0
0.576167403,13718.4256,0
0.666231221,16991.13214,0
0.52201495,11182.51427,0
0.61787737,16862.07243,0
0.626245809,13483.38886,0
0.601040936,17705.05768,0
0.566546016,17764.65254,0
0.591178795,15768.88282,0
0.63037072,15340.32246,0
0.578745059,14638.81171,0
0.639644564,15749.15365,0
0.657768029,14059.14458,0
0.649940486,16793.6256,0
0.595537021,13413.63761,0
0.582785112,14538.02675,0
0.631212282,15565.17228,0
0.618567713,17677.58521,0
0.646342557,15992.44414,0
0.53334674,12258.70927,0
0.592041911,15153.75273,0
0.624474192,13000.30607,0
0.623627785,18196.09556,0
0.594589703,13577.27763,0
0.563573483,14658.27394,0
0.572580836,12928.28417,0
0.603636395,22541.18768,0
0.642059347,16198.94305,0
0.620919466,13369.88611,0
0.646392469,18194.29566,0
0.574445052,13170.45333,0
0.612195771,12953.4731,0
0.60300661,15453.55177,0
0.659667651,21645.82082,0
0.602908759,14642.15428,0
0.620693952,15854.99982,0
0.68263928,13481.44405,0
0.648412111,18330.48527,0
0.46177752,11351.73019,0
0.621419827,13901.63005,0
0.65326536,16362.68656,0
0.637207603,16714.89811,0
0.60505707,15709.65625,0
0.577218318,13669.47799,0
0.633626497,13829.63658,0
0.643593396,16180.59612,0
0.628797774,14083.75465,0
0.600862914,13925.91856,0
0.649831147,15872.77011,0
0.608433983,13984.47315,0
0.657125826,14888.86102,0
0.655084429,16482.33862,0
0.651630859,13693.63735,0
0.597047052,14125.38667,0
0.543338889,11613.86274,0
0.496309484,11052.78889,0
0.631442118,15270.38073,0
0.645433616,13940.58956,0
0.483415267,11609.69235,0
0.606327701,20772.40198,0
0.604594742,17118.56997,0
0.570626955,10778.85222,0
0.600104546,17645.89962,0
0.643715876,16357.27272,0
0.599968285,14064.26212,0
0.525648946,9826.029141,0
0.57019851,11807.89627,0
0.563157025,18042.07548,0
0.626789924,19091.32551,0
0.611417419,13520.58693,0
0.569981268,15865.98137,0
0.606733277,18518.21845,0
0.569226241,13276.74894,0
0.655672836,13902.34923,0
0.672082135,13974.03138,0
0.615379372,14320.72078,0
0.635563546,15656.62106,0
0.553679256,14106.31183,0
0.619196338,14261.23156,0
0.641174677,16725.61463,0
0.588116146,13759.08425,0
0.622568427,13121.83987,0
0.660279743,11615.6235,0
0.611969673,15786.26895,0
0.649472067,13319.7746,0
0.597243949,13121.84958,0
0.621731781,17040.30716,0
0.631244153,11015.86877,0
0.616724131,15681.90342,0
0.611390995,14761.53041,0
0.664653687,14513.74275,0
0.594107802,8037.614683,0
0.682778583,19085.37388,0
0.612301697,14309.66476,0
0.503254085,12170.57732,0
0.645331192,19606.61724,0
0.617212278,15532.76264,0
0.615149904,12795.80368,0
0.59577193,12196.0578,0
0.620940798,16650.24349,0
0.638411308,15883.75043,0
0.695062776,18725.69644,0
0.652607255,14776.52208,0
0.664870893,14844.74667,0
